content,text_clean,label,jumlah_kata
"punya saya kok ga bisa dibuat edit foto ya, pdhl udah tak perbarui tetep aja suruh perbarui aplikasi, eror apa gimana",tidak bisa edit foto tidak perbarui tetep suruh perbarui aplikasi error,Positif,11
"aplikasi bagus dan cepat,cuman sayang bikin ubah gambarnya terbatas.",aplikasi bagus cepat cuman sayang bikin ubah gambarnya terbatas,Positif,9
"saya diberi perintah mengupdate aplikasi tetapi di google play store nya sudah di update sedangkan saya sudah tidak bisa berdiskusi dengan Gemini lagi, mohon perhatiannya",perintah mengupdate aplikasi google play store update tidak bisa berdiskusi gemini mohon perhatiannya,Negatif,13
"Tentu, saya bisa bantu edit foto Anda. Silakan kirimkan fotonya dan beri tahu saya perubahan apa yang Anda inginkan!",bisa bantu edit foto silakan kirimkan fotonya perubahan,Positif,8
"Edit foto ini berdiri distasiun dan dibelakangnya ada kereta yg sedang berjalan, ia menggunakan outfit kemeja strip putih dan didouble dengan vest merah, menggunakan dasi kotak kotak merah, menggunakan rok hitam, memakai totebag warna maroon, memakai sepatu boots, dan membawa secangkir take away warna maroon. dengan anggle dari depan sedikit jauh. memakai kacamata hitam, hijab hitam. cahaya sedikit redup bergaya dengan edgy dan misterius.",edit foto berdiri distasiun dibelakangnya kereta berjalan outfit kemeja strip putih didouble vest merah dasi kotak kotak merah rok hitam memakai totebag warna maroon memakai sepatu boots membawa secangkir take away warna maroon anggle memakai kacamata hitam hijab hitam cahaya redup bergaya edgy misterius,Negatif,44
"jika percakapan sudah terlalu panjang aplikasi akan kesulitan membuka chatnya, harus dibuka lewat web browser.",kalo menurut saya sih biasa saja ya,Netral,8
keren banget ni gemin bisa ngelakuin banyak hal entah itu ngerjain tugas buat poster dan ngedit foto pun bisa pokok nya mantab👍👍,keren banget gemin bisa ngerjain tugas poster ngedit foto bisa pokok mantab,Positif,12
parah gabisa ngedit foto disuruh update ke versi terbaru padahal os dan apk sudah terbaru tp masi aja ada pemberitauan update,parah tidak bisa ngedit foto disuruh update versi terbaru os apk terbaru pemberitauan update,Negatif,14
"aplikasi apa ini, ga bisa di gunakan, mau edit foto ga bisa, malah di suruh update, udah klik update tetep ga bisa",aplikasi tidak bisa edit foto tidak bisa suruh update klik update tetep tidak bisa,Negatif,14
AI nya lumayan bagus tapi belum banyak tugas yang bisa dilakuin tapi semoga beberapa th kedepan bagus sempurna,ai lumayan bagus belum tugas bisa dilakuin semoga th kedepan bagus sempurna,Positif,12
"tiap mau generating image pasti minta di update aplikasnya, padahal sudah versi yg terbaru, tolong diperbaiki, klo sudah bagus aku naikin lg bintanya jd 5",penyesuaian pengaturan tampilan antarmuka,Netral,11
kenapa waktu pertama kali saya donwload gemini waktu di buka aplikasi nya gak bisa tolong di perbaharui lagi dong makasih semoga lebih baik lagi aplikasi nya,pemeliharaan rutin sistem operasional,Netral,14
bug update.. padahal playstore terbaru dan gemini terbaru pas proses foto kok d suruh pake yang terbaru :(,bug update playstore terbaru gemini terbaru pas proses foto suruh pakai terbaru,Negatif,12
mohon maaff untuk aplikasi Gemini mohon di perbaiki lagi soalnya saya yang tadi nya bisa mengedit foto saya sekarang saya ngga bisa mengedit foto saya lagi 🙏🏻🙏🏻,mohon maaff aplikasi gemini mohon perbaiki bisa mengedit foto tidak bisa mengedit foto,Positif,13
"Mohon maaf, saya tidak mengerti maksud Anda. Bisakah Anda memberikan lebih banyak detail tentang bagaimana Anda ingin saya ""mengedit rencana penelitian"" Anda? Apakah Anda ingin saya menambahkan sesuatu, menghapus sesuatu, atau mungkin mengubah gaya penulisannya?",mohon maaf tidak mengerti maksud detail mengedit rencana penelitian menghapus mengubah gaya penulisannya,Positif,13
plis dong kalo di tulis sesuai yang aku mau jangan error terus ya udh bagus tau hasilnya tapi yaitu kurangnya saya kasih bintang 4 dlu ya,proses pembaruan versi sedang berjalan,Netral,10
"masa ga bisa membuat gambar, diarahkan untuk dihari selanjutnya padahal belum ada gambar yang dibuatkan :(",tidak bisa gambar diarahkan dihari belum gambar dibuatkan,Negatif,8
"saya tidak bisa leluasa mengedit foto. padahal kemarin katanya boleh di buat besok, setelah hari ini kok masih aja ngk bisa😭",berjalan normal,Netral,9
"bagus, bisa buat gambar dan edit gambar tinggal ngetik hasilnya lebih asli ketimbang chatgpt",bagus bisa gambar edit gambar tinggal ngetik hasilnya asli ketimbang chatgpt,Positif,11
"Maaf, saya beri tiga bintang terlebih dahulu, sebab beberapa hari ini sepertinya bayak kendala di Gemini. Saya akan menambahkan bintang setelah semuanya kembali stabil seperti semula. terimakasih",proses pengunduhan paket data tambahan,Netral,8
eh benerin dong masa di hp temen ku bisa di hp ku gabisa padahal mau gabungin foto sama tambahin detail tetep gabisa benerin secepatnya butuh bgt,eh benerin hp teman bisa hp tidak bisa gabungin foto tambahin detail tetep tidak bisa benerin secepatnya butuh banget,Negatif,19
"Wah, apa yang bisa saya bantu dengan foto ini? Jika Anda ingin saya membuat deskripsi, edit, atau membuat sesuatu dari gambar ini, silakan beritahu saya. Saya di sini untuk membantu!",bisa bantu foto deskripsi edit gambar silakan beritahu membantu,Positif,9
not responding. ga bisa munculkan gambar. buat perintah sederhana malah ga bisa.. kejadian kek gini setelah update,not responding tidak bisa munculkan gambar perintah sederhana tidak bisa kejadian gini update,Negatif,13
sangat membantu memberikan berbagai informasi dan referensi yang direkomendasikan dan juga jawabannya sangat ramah dan profesional.. apapun yang ingin kita butuhkan sangat terbantu,sangat membantu informasi referensi direkomendasikan jawabannya sangat ramah profesional apapun butuhkan sangat terbantu,Positif,13
kalau udh berkali kali dipakai knp tidak bisa memberi gambar dan harus di update padahal di play store tidak menyuruh update,berkali kali dipakai tidak bisa gambar update play store tidak menyuruh update,Negatif,12
tidak bisa membuat fitur foto yang lagi trend kalau mau buat gitu disuruh update tapi pas mau update gak ada tulisan update,tidak bisa fitur foto trend gitu disuruh update pas update tidak tulisan update,Negatif,13
"setelah saya upgrade ke gemini plus malah tidak bisa menggunakan fitur edit gambar ""Permintaan gambar ditolak hari ini""",upgrade gemini plus tidak bisa fitur edit gambar permintaan gambar ditolak,Negatif,11
suka bgt sama ini soalnya kalo ada masalah tanya ke Gemini masalah nya selesai apalagi bisa bantu² make make-up pokok nya ngebantu bgt deh cuman kadang waktu minta di ajarin atau cari solusi kadang Gemini ga bisa bantu jadi aku kasih nilai segini:),biasa saja fungsinya,Netral,26
"bagus aplikasinya, saya suka menggunakan gemini, karena sangat membantu untuk mencari jawaban, dan jawabannya pun relevan",bagus aplikasinya suka gemini sangat membantu mencari jawabannya relevan,Positif,9
"saya pakai premium, setiap edit foto selalu disuruh update aplikasi,sampai sekarang tidak bisa digunakan, tolong dong diperhatikan.",pakai premium edit foto disuruh update aplikasi tidak bisa tolong diperhatikan,Positif,11
sangat mudah di gunakan dan hasilnya cukup memuaskan untuk kedepannya semoga makin berkembang dan lebih baik,sangat mudah hasilnya memuaskan kedepannya semoga berkembang baik,Positif,8
baru coba pengen tau hasilnya seperti apa dari tdi nyoba gak muncul muncul hasil nya harus di upgrade tpi gak ada tulisan upgrade jdi bingung,pemeriksaan kompatibilitas perangkat,Netral,13
"aplikasinya jelek lama respons nya anjir dan ada pesan gini ,,maaf gak ada jaringan padahal jaringan bagus😒",aplikasinya jelek respons anjing pesan gini maaf tidak jaringan jaringan bagus,Negatif,11
"kenapa si ini, bru d download pdhl, trs mau d coba edit gbisa, hrus update dlu ktnya, tpi pas mau update d play store ngga ada bcaan untuk update.",si download coba edit gbisa update ktnya pas update play store tidak bcaan update,Negatif,14
"ai buat fotonya mantep,kadang sesuai ekspetasi kadang ga tergantung promptnya sih,pokoknya bintang 5",ai fotonya mantap kadang sesuai ekspetasi kadang tidak tergantung promptnya pokoknya bintang,Positif,12
setiap saya mau coba tidak pernah langsung bisa.. pasti minta update tapi ttp tidak bisa.. harus restar ulang hp baru bisa...,coba tidak langsung bisa update ttp tidak bisa restar ulang hp bisa,Negatif,12
"aku membuat konten mengunakan aplikasi Gemini, terima kasih. walau terkadang error. ku yakin kedepannya lebih baik lagi.",konten aplikasi gemini terima kasih terkadang error kedepannya baik,Positif,9
"kerangka berfikir AI nya sistematis dan logis, mudah di gunakan untuk semua kalangan. lebih maksimal jika menggunakan dengan model diskusi 2 arah layak nya dua orang bukan seperti atasan memerintah bawahan. informasi dan data yang disampaikan berdasarkan data yang ada di google namun penyajiannya hasil dari proses pemahaman AI nya.",proses pembaruan versi sedang berjalan,Netral,27
"tidak bisa membuat kan gambar padahal saya lagi kangen kakek saya, saya ingin sekali mengedit untuk kita ber 2,namun tidak bisa!",tidak bisa gambar kangen kakek mengedit ber tidak bisa,Negatif,9
"baru instal , baru mau di coba gagal terua dg keterangan minta di update, pas mau di update gak bisa.",instal coba gagal terua dg keterangan update pas update tidak bisa,Negatif,11
"aplikasinya bagus,cuman pas generate gambar,gak terlalu persis,yang diinginkan,tolong diperbaiki 🙏🏻",aplikasinya bagus cuman pas generate gambar tidak persis tolong diperbaiki,Positif,10
"aplikasi nya bagus,tetapi masih ada maslah ketika mengedit foto diaplikasi ini, padahal aplikasi sudah diaktifkan",cara ganti bahasa di pengaturan,Netral,8
tidak membantu saya meminta dibuatkan foto tidak bisa dan selalu muncul tulisan maaf saya masih mengasah kemampuan saya dan semacamnya,tidak membantu dibuatkan foto tidak bisa muncul tulisan maaf mengasah kemampuan semacamnya,Negatif,12
bagus tapi kenapa pas aku mau ngedit malah di bales saya masih belajar bukan nya foto yang muncul malah kaya gitu,bagus pas ngedit balas belajar bukan foto muncul kaya gitu,Positif,10
"baru make suruh upgrade terus ga jelas, gambar udah kirim deskripsi udah jadi tetep disuruh update, pas ke PlayStore ga ada update updatenya",pakai suruh upgrade tidak jelas gambar kirim deskripsi tetep disuruh update pas playstore tidak update updatenya,Negatif,16
aplikasi ini bagus karna bisaaaaaaaa membuattt gambarrr lebihhhhhhhhh bagussssss dannnnnnn lebihhhhhh cerahhhhh tetapiiiiii sebaik nyaaaaaaa fitur nya juga diperbaiki agar lebihhhh banyakkkkkk peminat yang akannnn meng instal dannnn iniiii jugaaaa,aplikasi bagus bisa membuatt gambarr lebihh baguss dann lebihh cerahh tetapii nyaa fitur diperbaiki lebihh banyakk peminat akann meng instal dann inii jugaa,Positif,23
"padahal baru aja download apk ini tpi waktu mau di pake di suruh update, gimana sih padahal ga ada tulisan update nya",sinkronisasi data akun secara berkala,Netral,8
"bagus bngt editanya, cmn klo bisa untuk wajah kita harus seperti aslinya jngn sampe sedikit pun agak berubah",fungsinya masih sama,Netral,9
Eeeh tolong dong diperbaiki lagi masa aku edit foto ai ngk ad tulisan gambar padahal aku pngn bikin foto kek orang orang tolong dong lebih diperbaikin lagi👊😡,eeh tolong diperbaiki edit foto ai ngk tulisan gambar pngn bikin foto orang orang tolong diperbaikin,Negatif,16
"apalah cok, gambar nya ga sesuai yg gw pikir jirr, menurut gw apk nya udh bagus tpi harus di perbarui lgi saya kasih bintang 2 dlu karena Masi ada banyak bugg, dan dll",apalah cok gambar tidak sesuai pikir jirr apk bagus perbarui kasih bintang bugg,Negatif,13
"buruk, padahal saya sudah update gemini ke versi terbaru, tetapi terkadang dia sering untuk mengupdate aplikasinya, tapi saya baru saja update, apa lagi yang harusnya di update? ini buruk",buruk update gemini versi terbaru terkadang mengupdate aplikasinya update update buruk,Negatif,11
"kenapa punya saya tidak bisa,selalu ada tulisan... koneksi anda terganggu, mohon coba kembali..? minta tolong itu kenapa dan kendala nya di mana, tolong jelaskan... Terima kasih",tampilannya standar,Netral,12
"Buatlah gambar yang di ambil seperti polaroid. Foto tersebut harus terlihat seperti foto biasa,.....",buatlah gambar ambil polaroid foto foto biasa,Positif,7
"sebenernya si bagus karena kirim foto/file tak terbatas tapi loading lama, suka ngelag, susah buat memahami promptnya",sebenernya si bagus kirim foto file tidak terbatas loading suka ngelag susah memahami promptnya,Negatif,14
"tidak dapat menghasilkan foto, selalu menginstruksikan untuk update, padahal aplikasi sudah berada di versi paling baru",tidak menghasilkan foto menginstruksikan update aplikasi versi,Negatif,7
"Gemini nya jelekkkk masa ngk bisa ngedit padahal baru jg pertama kali mau ngeditt masa katanya ngk bisaaa,perbaiki dong KLO buat aplikasi",gemini jelekk ngk bisa ngedit kali ngeditt ngk bisa perbaiki aplikasi,Negatif,11
sangat bgus sekali pitur ini saya mau mencoba setiap hari buat konten SMA pans dan saya berharap pitur Al bisa kasih trus gratis egk perlu bayar nanti gem Gemini Al aku doa' kan nmor 1 😋🙃,sangat bgus pitur mencoba konten pans berharap pitur al bisa kasih trus gratis egk bayar gem gemini al doa nmor,Positif,20
"sehari ada batasan foto yang akan diubah, tidak bisa mengedit banyak foto dalam 1 hari semuanya di batasi untuk pengeditan fotonya",sehari batasan foto diubah tidak bisa mengedit foto batasi pengeditan fotonya,Negatif,11
"bagus, saya berharap kedepannya bisa membuat video secara gratis walaupun durasinya tidak sepanjang versi berbayar .",bagus berharap kedepannya bisa video gratis durasinya tidak versi berbayar,Positif,10
aplikasi nya si udh bagus tapi kalo mau membuat foto tidak sesuai apa yang aku inginkan tolong dong developer perbaiki yah maaf kalau ada kata-kata salah ya makasih🥰,aplikasi si bagus foto tidak sesuai tolong developer perbaiki yah maaf salah terima kasih,Negatif,14
saya padahal belum mencoba apa2 tapi aplikasinya tidak bisa sampai bingung saya dan jawabannya selalu itu aja padahal dari cara orang2 prosedurnya juga sudah tepat,belum mencoba aplikasinya tidak bisa bingung jawabannya orang prosedurnya tepat,Negatif,10
bagusss untuk edit foto tpi masih ada beberapa kekurangan contoh foto kurang nyata dan mirip,baguss edit foto kekurangan contoh foto kurang nyata,Positif,8
saya mencoba untuk mengedit foto disitu.. tetapi yang muncul bukannya gambar melainkan tulisan update padahal saya sudah meng update nya.,mencoba mengedit foto disitu muncul gambar tulisan update meng update,Negatif,10
setiap kali edit gambar selalu saja mengirim gambar yang belum di edit berulang-ulang. bikin capek mental...,kali edit gambar mengirim gambar belum edit berulang ulang bikin capek mental,Negatif,12
"selalu error bahkan glitch di chat, dan mentalin saya ke chat paling atas, sekarang bahkan gak bisa up file",error glitch chat mentalin chat tidak bisa up file,Negatif,9
"Setelah saya beli plus, malah tidak bisa edit gambar. Selalu jawabannya tidak bisa. waktu mengganti akun baru bisa",beli plus tidak bisa edit gambar jawabannya tidak bisa mengganti akun bisa,Negatif,12
apaan sih pengen bikin foto aja harus ada tulisan update tapi giliran mau diupdate malah gk ada tulisan update. Tolong developer perbaiki,pengen bikin foto tulisan update giliran diupdate tidak tulisan update tolong developer perbaiki,Negatif,13
Gemini AI gimana sih udah langanan yg pro susah banget bikin video padahal from nya jelas dan rinci tapi gabisa bikin video nya,pemeriksaan kompatibilitas perangkat,Netral,15
Apakah suara AI mu tidak bisa di kecilkan bro.. karna untuk suara malam hari terdengar berisik & sangat keras..🤔,sinkronisasi data akun secara berkala,Netral,15
"Pertama kali pakai, setelah masukan objek+prompt, selalu minta update aplikasi, sudah di update dan masih sama. mengecewakan",kali pakai masukan objek prompt update aplikasi update mengecewakan,Negatif,9
"bisa ngedit foto bagusss banget☺️,tapi tingkatin lagi ya, tambah kan seperti dapat mengedit suara 😊",bisa ngedit foto baguss banget tingkatin mengedit suara,Positif,8
"kenapa sekarang apk ny kayak eror gitu. hasil foto gak pernah muncul lagi. cuma muncul tulisan ""tentu, ini fotonya"". tapi zonk.",apk ny kayak error gitu hasil foto tidak muncul muncul tulisan fotonya bodoh,Negatif,13
Gemini ini sangat bagus untuk membuat aktivitas sehari hari jadi terbantu. Gemini dapat membantu akan pelajaran gambar dan lain lain.,gemini sangat bagus aktivitas sehari terbantu gemini membantu pelajaran gambar,Positif,10
"aplikasi gak jelas edit foto gk bisa di simpan, di simpan error di ulang masih kayak eror",aplikasi tidak jelas edit foto tidak bisa simpan simpan error ulang kayak error,Negatif,13
keren dan mantap 👍 serta membantu kita untuk berkreasi membuat fhoto untuk menjdi lebih keren....................,keren mantap membantu berkreasi fhoto menjdi keren,Positif,7
"masa gemini saya gabisa ngedit foto ai sihh, tpi pnya yg lain lancar/aman' aja. tolong ya di perbaiki server nya, jdi ga mood klo bgini",fungsinya masih sama,Netral,16
"sengaja kasih Bintang 5 biar ke up, masih banyak bug! udah upgrade ke versi pro masih tetep sama",sengaja kasih bintang biar up bug upgrade versi profesional tetep,Positif,10
"@Wullandarrie:Anakku jdi kecil, padahal udh ditulis umur 8tahun, postur tubuh agak besar dan tinggi , tapi hasilnya ttep kecil😂",anakku ditulis umur postur tubuh hasilnya ttep,Positif,7
"udah D coba bagus bisa edit apapun tentang photo, cuma kadang gak bisa edit, katanya harus update aplikasi",coba bagus bisa edit apapun photo kadang tidak bisa edit update aplikasi,Positif,12
"Aplikasi apaan ini, saya sudah update tapi saat ingin mengirim percakapan malah di suruh update padahal saya sudah update aplikasi ini, tolong di perbaiki lagi..",pengaturan preferensi notifikasi standar,Netral,10
aplikasinya sangat buruk baru coba edit foto gagal2 trus sudah di update masih muncul tulisan disuruh update lg,aplikasinya sangat buruk coba edit foto gagal trus update muncul tulisan disuruh update,Negatif,13
padahal udh di update tapi tetep ajh gak bisa ngedit trus selalu ada tulisan update aplikasi padahal udh di update,update tetep ajh tidak bisa ngedit trus tulisan update aplikasi update,Negatif,11
"Tolong perbaiki lagi, setelah mengedit gambar jangan di perkecil dong resolusi fotonya",tolong perbaiki mengedit gambar jangan perkecil resolusi fotonya,Negatif,8
"""Perlu update untuk melakukan percakapan"" mau apanya yang di update? sudah versi terbaru namun tetap tidak bisa digunakan.",update percakapan apanya update versi terbaru tidak bisa,Negatif,8
"cepet responnya, untuk ketepatan dari jawaban harus bisa membuat prompt yang sangat bagus, dan keren sih gemini",cepat responnya ketepatan bisa prompt sangat bagus keren gemini,Positif,9
"sebenarnya mau saya beri rating 1 saja karena menggangu saya, saya tidak mengatakan gemini secara tiba-tiba saja muncul pop up gemini dan kejadian ini sering sekali. saya mohon maaf atas ketikan saya ini dan saya harap tidak ada lagi pop up gemini setelah saya menghapus apk nya. Terimakasih banyak",rating menggangu tidak gemini muncul pop up gemini kejadian mohon maaf ketikan harap tidak pop up gemini menghapus apk terimakasih,Negatif,20
Sering tidak muncul hasil fotonya dan kalau ketika muncul hasilnya tidak sesuai dengan permintaan.,tidak muncul hasil fotonya muncul hasilnya tidak sesuai permintaan,Negatif,9
Gemini dihandphone saya tidak bisa digunakan karena harus update. tapi ketika sudah saya update tetap tidak bisa. Rusak.,gemini dihandphone tidak bisa update update tidak bisa rusak,Negatif,9
"AI nya sampah, gk guna disuruh edit foto bilang nya ""maaf, saya mau belajar jadi tidak bisa MENGGAMBAR foto anda"" tolol",ai sampah tidak disuruh edit foto bilang maaf belajar tidak bisa menggambar foto tolol,Negatif,14
Apk ini ternyata membatasi jumlah editan setiap foto orang. saya rasa kurang cocok disebut apk AI profesional.,apk membatasi editan foto orang kurang cocok apk ai profesional,Negatif,10
"bagus membantu berbagai hal, walau tidak sempurna dan masih ada yang perlu diperbaiki. semoga semakin baik lagi kedepannya.",bagus membantu tidak sempurna diperbaiki semoga baik kedepannya,Positif,8
apaan sih udah versi baru ... udah kosong banyak udah di izinin semuanya .. tapi kalo muat foto suruh update ... padahal udah update ... dasar kagak jelas,versi kosong izinin muat foto suruh update update dasar tidak jelas,Negatif,11
aku sangat suka dengan aplikasi ini karna bisa mengubah foto menjadi foto bersama animasi ataupun bersama idola dan lainnya aku sangat sukaa💕,sangat suka aplikasi bisa mengubah foto foto animasi idola sangat sukaa,Positif,11
AI bisa menjadikan segala persoalan yang belum pernah dimengerti bahkan kurang pemahaman menjadi Smart luar biasa ... Sangat informatif AI Is The Best,ai bisa menjadikan belum dimengerti kurang pemahaman smart luar biasa sangat informatif ai is the best,Positif,16
sudah download saat dipakai malah suruh update aplikasi terus..jadi gk bisa dipakai edit foto²,download dipakai suruh update aplikasi tidak bisa dipakai edit foto,Negatif,10
ampas.. sudah berlangganan tapi tetap tidak ada perbedaan dan masih dibatasi.. penipuan,ampas berlangganan tidak perbedaan dibatasi penipuan,Negatif,6
aplikasi ini jele banget gak bisa ngedit video yang mudah cuma hilakan tulisan tiktok di video gak bisa,aplikasi jele banget tidak bisa ngedit video mudah hilakan tulisan tiktok video tidak bisa,Negatif,14
"bagus aplikasinya, tapi saya masih coba-coba belum begitu mahir. masih belajar caranya untuk menghasilkan efek yang bagus.",tidak ada yang aneh,Netral,10
kecewa. sekarang tidak bisa membuat foto dengan rasio 9:16. dan gambar yang di hasilkan tidak bisa HD seperti dulu.,kecewa tidak bisa foto rasio gambar hasilkan tidak bisa hd,Negatif,10
"apaan si.hasil nya GK ada.yg muncul bukan foto miniatur,tapi suruh updet versi terbaru.padahal.baru aja download.",si hasil tidak muncul bukan foto miniatur suruh updet versi terbaru download,Negatif,12
bagus banget aplikasi gemini ini dapat membatu edit fotobtanpa perlu pergi ke studio photo,bagus banget aplikasi gemini membatu edit fotobtanpa pergi studio photo,Positif,10
"aplikasi nya sangat bagus,hanya saja respon dari AI nya agak lama dan kadang kala nge bug,tolong diperbaiki",pemeriksaan fitur dan menu utama sistem,Netral,10
"jawabannya sesuai, tampilan kadang error (acak dan tidak tersusun) jadi jawaban sulit dibaca",pengaturan preferensi notifikasi standar,Netral,10
"dari kemarin selalu minta update aplikasi padahal aplikasinya sudah ter-update, sudah bersihkan charge jg, gimana ini gemini?",kemarin update aplikasi aplikasinya ter update bersihkan charge gemini,Positif,9
saya udah premium tapi kenapa saya ga bisa bikin vidio lebih dari dua dan saya juga ga bisa menambahkan foto pada room chat saya rasa saya terkena scam,premium tidak bisa bikin video tidak bisa foto room chat terkena scam,Negatif,12
Aplikasi sangat bagus bagi kreatos yg ingin membuat poto menjadi lebih kreatif bagus dan keren pokoknya 👍👍⭐⭐⭐⭐⭐,aplikasi sangat bagus kreatos poto kreatif bagus keren pokoknya,Positif,9
"Sangat mudah digunakan, dengan hasil yang cukup bagus dan memuaskan. Aplikasi yang cukup bagus & bermanfaat sekali.",sangat mudah hasil bagus memuaskan aplikasi bagus bermanfaat,Positif,8
"kurang pandai, tdk seperti chat gpt, bahasanya kaku, klo chat gpt bisa sangat interaktif kayak ngobrol dengan teman sendiri",kurang pandai tidak chat gpt bahasanya kaku chat gpt bisa sangat interaktif kayak ngobrol teman,Negatif,15
apk nya udh di instal tapi di sudu update terbaru lagi😮‍💨 udh di buat tpi mlh ga bsa di gunakan ..ini gmna gunakan apk nya yaa,apk instal sudu update terbaru mlh tidak bisa gmna apk,Negatif,10
"aplikasi sangat bagus untuk membantu mengedit foto yang kurang jelas menjadi jelas,",aplikasi sangat bagus membantu mengedit foto kurang jelas jelas,Positif,9
"sering sekali saya mengalami eror saat memuat riwayat pesan sebelumnya, padahal jaringan sangat lancar, tetapi untuk membuka riwayat pesan beberapa jam yang lalu saja susah sekali, tidak muncul-muncul, hanya menampilkan loading saja, tolong diperbaiki bug ini, sangat merepotkan.",mengalami error memuat riwayat pesan jaringan sangat lancar membuka riwayat pesan jam susah tidak muncul muncul menampilkan loading tolong diperbaiki bug sangat merepotkan,Negatif,23
fitur galeri/perpustakaan hilang dan tidak bisa mengupload lebih dari 1 poto,fitur galeri perpustakaan hilang tidak bisa mengupload poto,Negatif,8
"katanya ai, canggih, tapi error. perintah yg paling sederhana aja, kyk ubah jaket diresleting ga berubah, perkara tangan kanan dan kiri jg dia msh bingung, berkal2 error, gw mesti coba semua cara perintah cuma buat minta ditambahkan jam tangan di tangan kanan, 1 jam ga kelar2, ujung2nya gambar malah dirusak, ada bagian yg ilang. bikin frustasi ai ini. nanti endingnya dia cuma berpuluh kali minta maaf atas keterbatasan dia. woy cuma perkara naikan resleting jaket / pasang jam tangan aja ga bisa!!",ai canggih error perintah sederhana ubah jaket diresleting tidak berubah perkara tangan kanan kiri bingung berkal error mesti coba perintah jam tangan tangan kanan jam tidak kelar ujungnya gambar dirusak hilang bikin frustasi ai endingnya berpuluh kali maaf keterbatasan perkara naikan resleting jaket pasang jam tangan tidak bisa,Positif,48
"Teks nya jadi nyambung2 gak bisa rapi, gabisa dipahamin, tiba-tiba nyatu gitu gak per paragraf",teks nyambung tidak bisa rapi tidak bisa dipahamin nyatu gitu tidak paragraf,Negatif,12
"kalian harus download sih, cocok buat kalian yang bingung dengan masalah hidup haha, bicaranya juga ga kaku, gakaya robot, gass downolad ngab",download cocok bingung hidup tertawa bicaranya tidak kaku gakaya robot gass downolad ngab,Positif,13
lagu say tapi kenapa harus kayak nggak ada kan biasanya ada kayak buat gambar atau tulisan apa gitu ya tapi kok nggak ada ya ini kalau baru pertama kali jangan diginiin,cara ganti bahasa di pengaturan,Netral,12
google geminiku uda versi terbaru padahal. tp masih disuruh update ke versi terbaru. sedangkan ga ada tulisannya update pas ke playstore. gimana sih,proses pembaruan versi sedang berjalan,Netral,14
"Bagus sekali, pintar sekali. Dengan 99% jawaban yang cerdas, tepat dan faktual. Saya suka dan cocok dengan Gemini ini.",bagus pintar cerdas tepat faktual suka cocok gemini,Positif,8
"Kenapa setiap saya mau buat editan foto ai selalu disuruh untuk update aplikasi, sedangkan saya mau update tp tidak tersedia untuk diupdate.",verifikasi koneksi jaringan pada perangkat,Netral,10
"aplikasi bagus, cuma untuk hasil gambar masih dibawah aplikasi sebelah. tolong ditingkatkan",aplikasi bagus hasil gambar dibawah aplikasi sebelah tolong ditingkatkan,Positif,9
"apk nya bagus tapi pas aku minta edit kenapa tiba-tiba di suruh update, padahal di play store nya engga tolong jawab dan mohon bantuannya",apk bagus pas edit suruh update play store engga tolong mohon bantuannya,Positif,12
"bagus banget, untuk mahasiswa ada promo 1 tahun gratis akun pro, bisa kalian gunakan selagi masih ada promonya.",bagus banget mahasiswa promo gratis akun profesional bisa selagi promonya,Positif,10
"sebelumnya udah suka sama ai ini, tapi semakin kesini kalau minta bantuan buat latihan soal-soal yang melibatkan simbol-simbol atau rumus tertentu formatnya munculnya teks kodingan kayak ""\cdot ; \text{ g/cm}"" dsj. dan bentuknya jadi bubrah, dari yg seharusnya bisa jadi berparagraf² malah jadi 1 paragraf yg gaada jarak dan pembeda antar alinea. Kecewa banget padahal udah betah disini buat belajar juga, udah enjoy sama gaya bahasanya mlah gini.",suka ai kesini bantuan latihan melibatkan simbol simbol rumus formatnya munculnya teks kodingan kayak cdot text g cm dsj bentuknya bubrah bisa berparagraf paragraf tidak jarak pembeda alinea kecewa banget betah belajar enjoy gaya bahasanya gini,Negatif,36
"bagus sekali, bisa edit foto, canggih, bagus sekali, cuman suka ngeleg dan jawaban tak sesuai dengan pertanyaan, tapi ini bagus sekali 😎👍,",bagus bisa edit foto canggih bagus cuman suka ngeleg tidak sesuai bagus,Positif,12
"ko aku ga bisa edit foto , tulisannya harus updet versi terbaru tapi aku udah pake versi terbaru dan fi google play ga tersedia updet apliasi ini",ko tidak bisa edit foto tulisannya updet versi terbaru pakai versi terbaru fi google play tidak tersedia updet apliasi,Negatif,19
"Menurutku sangat bagus,,sangat membantu,mengerti dengan yang kita harapkan,seperti nyata,caranya sangat mudah,trimakasih🙏🙏🥰🥰aku sangat puas💙",menurutku sangat bagus sangat membantu mengerti harapkan nyata sangat mudah trimakasihaku sangat puas,Positif,13
seringkali chatnya crash dan tidak bisa dibuka. kelebihannya untuk canvasnya pasti bisa dibuka lagi dibanding versi web,verifikasi koneksi jaringan pada perangkat,Netral,13
