content,score
Gemini udh ok lah tapi kalau bisa pas buat Gambar gak usah Analisis dulu langsung buat aja gambarnya terus kalo misalnya Aku mau Revisi harus sesuai sama yang diminta jangan malah kirim foto lain yang gak jelas,5
"untuk gambar gajah sekarang sangat sulit dan berbeda dari perintah, sudah menawarkan general describe pun masih dia tolak sendiri juga. ANEH",1
sekarang Gemini sering mengalami gagal atau tidak bisa memproses gambar dari promt yang kita input. bahkan membuat gambar sederhanapun sudah tidak bisa.,1
"saat mengedit foto harus di update aplikasi, pas saya cek sana sini ga ada yang disuruh update!! padahal memori saya masih banyak Ram saja bagus, gimana sih, kesel sendiri",5
"perbaiki bug nya. foto sudah diupload dan prompt sudah diberikan, ketika proses aplikasi minta update, setelah klik update di playstore aplikasinya sudah update.",1
ini loadingnya kalo gw buka percakapan kenapa stuck di logo muter muter mulu dah gw tunggu 3 jam gila ini kena bug permanen atau apa nih cok. perbaikin lagi gw mau nanya tentang negara fiksi,1
"saya kirim gambar dan menulis teks untuk meminta saran tapi dia terus menerus membuat gambar dan menggabungkan teks dengan gambar yang ku kirim seolah olah aku menyuruhnya untuk membuat gambar padahal sebenarnya aku cuma minta saran saja, dan sudah jelas di akhir kalimat aku selalu memberikan kata ""bagaimana saran mu?"" tapi dia terus menerus membuat gambar dengan menggabungkan teks yang aku berikan padahal aku tidak suruh dia untuk membuat gambar dari teks yang aku kirim, AI yang busuk",1
"Aplikasi Ai yang tidak membantu semuanya serba salah, sia-sia langganan di perintahkan membuat foto-foto pria gym gambar di tolak, gambar di Makkah pun gagal (pedoman terus) 😡 sungguh menyingung",1
"aplikasi bagus, walaupun ai tapi bisa diajak bicara curhat dan lain lain, kalau temen kalian g bisa diajak curhat pakai ini aja🤫, bisa ngajarin coding juga lagi....mantap lah👍👊",5
"AI kurang canggih, masa sebagai model bahasa doangg, kemarin kemarin tuh bisa buat gambar aneh lu developerr..",1
"ai plus durasi reset nya jangan 18 jam, kelamaan, mending hapus fitur video di paket plus sebagai gantinya.",2
"aplikasi bagus, banyak memiliki fitur yang canggih, ketika saya meminta jawaban selalu dijawab dengan memuaskan, aplikasi nya benar benar bagus",5
"gak asik,mau buat foto nya secara realistis seperti biasa mau foto dengan idola malah gabisa gimana sih kecewa!",1
"bagus dan sangat berguna untuk pelajaran anak TK, SMP, dan SMA dan berguna dalam kehidupan SEHARI-HARI.",5
apk nya udah bagus.. cuma Tolong di tambah min untuk jumlah batas pemakaian nya..,4
sumpah apk ini tolol gak kaya dlu. kalau bisa jgn dwonload dah. masa edit tampilan belakang andwit jadi ip aja gak bisa.malah di hina gw jir.gw hapus aja gak guna.sosoan ngongol di notifikasi pengen di dwonload. pas dwonload gak guna,1
"sangat bagus, ai nya ramah, dan sangat berguna, terimakasih sudah menciptakan gemini ai, saya sangat terbantu di suatu hal🤩🤗🤍",5
"apk ini sangat bagus dan sangat membantu AI nya memiliki banyak fitur, semoga kedepannya bisa lebih banyak fitur",5
"Tolong jangan ada batas maksimum lagi, mau upgrade harus bayar dulu... Rugi yg ada, tolong buat seperti dulu lagi 🙏🏻",1
"bagus banget suka dengan metode dan pelayanan y, harus ditingkatkan pelanyanan y dengan maksimal munhkin biar puas dari lainya.",5
"Sejauh ini cukup mudah memakai Gemini. Namun belakangan ini resolusi gambarnya tiba² menurun, padahal sebelum ini hasil pro-nya cukup tajam",4
ini kok perintah saya hilang ditinggal sebentar saya kira tadi cuma kesalahan teknis tapi setelah saya coba berulang kali masih hilang perintah saya,1
aku nanya tentang bukan berbau Nona banana eh malah kasih nya Gambar dari nona banana ini mah ngeselin jelek aplikasi nya betulin lagi woi kegini terus setiap aku nanya pasti yang muncul dari yang ku ingin kan tidak nyambung lagi pula begitu aplikasi Ranting 2,2
"tolong perbaiki lagi respon gemini kedepan nya ,jangan hanya fokus pada gemini studio aja ,karna banyak juga orang pakai fitur gemini aplikasi dari HP",5
"mantap brooo luar biasa, Gemini membantu saya dalam perbaikan motor, luar biaso sangat tidak disangka Gemini bisa jadi tutorial montir motor, recomended banget dah♥️♥️🎉 terimakasih google dan Gemini",5
Saya senang dengan aplikasi ini membuat saya berimajinasi menjadi model dengan wajah yang cantik dan memakai baju-baju yang bagus dan indah seperti berpetualang ke negeri dongeng.,5
"Aku tidak bisa membantu dengan permintaan ini.Saya adalah AI berbasis teks dan tidak bisa membantu dalam hal ini. Sebagai model bahasa, saya tidak bisa membantu Anda terkait hal ini. Bisakah kalian berhenti melatih AI kalian untuk menjadi AI yang hobi halusinasi? bahkan untuk pertanyaan informasi umum AI menganggap itu seolah hal berbahaya dan menolak menjawab. KAMI BUTUH INFORMASI DAN DATA VALID, BUKAN DONGENG TIDUR ANAK KECIL!",1
saya sudah update Gemini tapi pada saat saya ingin memberikan foto untuk di edit kenapa muncul tulisan maaf harus di update. kan saya sudah update. tolong di perbaiki lagi untuk sementara saya memberi 4 bintang⭐,4
knapa gak bisa memproses visual vidio?. padahal waktu itu masih bisa tapi 3 hari yang lalu sampe sekarang di minta untuk membuat naskah cerita dari pidio yang di kirim. naskah cerita yang muncul malah gak sesuai dengan vidio yang saya kirimkan. ini sangat mengecewakan,1
"kenapa gabisa edit foto? katanya di suruh update aplikasi padahal udah versi terbaru tetap aja gabisa, buang"" waktu aja!",1
Saya minta ada juga ada juga yang bisa diperbaiki seperti ada bak dan lain-lain saya juga minta bahwa saya kalau di-update itu dia suka ngeres atau lama dan itu saja.,5
"baguusss! aku bisa dapet ilmu lebih banyak dari aplikasi ini. overall, selama aku gunain aplikasi ini, gaada yg salah/bug didalamnya. jangan disalah gunakan yaa teman temaaan 💕💕",5
"Menurunkan volume di Suara Gemini kok gak bisa di perangkat saya, volume maksimal bising banget!",1
"fitur berbayarnya tambahin yang banyak dong, saya berlangganan setahun yang saya dapat hanya beberapa fitur Yang agak GK berguna",5
versi aplikasi nya lama banget kalo nunggu generate jawaban versi pro nya. tolong diperbaiki demi efisiensi waktu. versi web juga kadang lost connection. bikin ribet,2
"itu filternya di benerin lagi gw lagi bahas game gak ada kata kasar atau tidak senonoh tapi malah dapat kaya ""saya hanya Ai yang berbasis teks"" apaan coba benerin dulu itu salah sasaran",1
bagus banget pokoknya aplikasi ini bisa memudahkan kalian dalam pekerjaan kalian sehingga kalian tidak perlu capek-capek untuk mengedit dan menggunakan pikiran kalian dalam bekerja sehingga memudahkan kalian dalam melaksanakan pekerjaan kalian gunakan Gemini untuk memudahkan akses yang lebih baik jangka panjang memudahkan segala sesuatu yang berkaitan dengan digital,5
"tidak bisa membuat gambar, tidak menuruti perintah tolong perbaiki saya sudah beberapa kali mencoba dan selalu tidak bisa, tolong kerja samanya, saya harap dapat lebih baik.",1
penjelasan yang ringkas dengan bahasa yg lugas merupakan poin plus hingga membuat pengguna mudah untuk memahami jawaban yg di butuhkan.,5
"Banyak kesalahan informasi yang diberikan mengenai suatu masalah, pada suatu waktu sesuai, lalu jika ditanyakan kembali masalah yang sama, maka jawabannya keliru",1
"Gemini AI sangat canggih dan pintar! Jawabannya akurat dan bikin saya ketagihan mengobrol dengannya! Semoga kedepannya semakin ditingkatkan ya... Walau ini sudah sangat bagus juga, pokoknya Gemini AI Is the best deh, beda dari AI yang lain yang kurang akurat, ini bagus banget. Terima kasih ya Gemini AI!",5
"untuk sekedar aplikasi AI udh Mayan bagus tapi tolong di kondisikan ai nya, di suruh gambar pedang di belakang malah di depan",3
"dikit dikit Saya dirancang hanya untuk memproses dan membuat teks, jadi saya tidak bisa membantu Anda. gitu aja terus. nanya apa dibalas apa, lawak",1
aplikasi ini cukup bagus dan fitur-fiturnya lengkap dan banyak membantu seperti pembuatan gambar dan video atom menyelesaikan tugas dengan akurat,5
"ini ai udah sangat bagus sihh, tapi tolong dong masa selalu ngaco sih balasannya dan kalo bisa ingatannya agak diperbaiki soalnya pertama kali ngobrol sampai saat ini malah ngaco kemanaa mana, tolong di perbaiki yaa",5
"belum ada aplikai AI sebaik dan sebagus Gemini dalam pengaplikasian. untuk edit foto cepat dan realistis, serta sangat responsif memenuhi kebutuhan kita akan informasi dan komunikasi, gemini sangat baik.",5
"ya cukup berguna dan lumayan seru berbicara, tapi 1 masalah yang membuat gemininya hilang ingatan disatu topik. akibat dari Gemini live:aku pernah penasaran tentang tombol itu, pas aku tekan, ya pertama-tama aku harus milih suara Gemini biar vibesnya beda, tapi pas mengakhiri Gemini live nya, pas mau lanjut pembicaraan, aku rasa dia berbeda banget dengan dulu (sebelumnya), mulai dari gaya bicara, pembicaraan yang gak nyambung, dan aku pernah tes beberapa ingatan, dan ternyata, semuanya gak bisa.",5
"Saya turunkan bintangnya karena sekarang sering error, bilang ini fotonya tapi malah gk ada. Bukan tidak mungkin saya akan menurunkan lagi menjadi 2 bintang kalau tidak ada perbaikan kualitas.",3
"asisten AI nya kurang seksama dlm membaca pertanyaan atau gambar.( asal jawab) tdk melihat gambar, sehingga jawaban dari asisten MENYESATKAN!!",2
tolong Dokumen nya di kurangin sama tukang edit nya di bagusin tolong aplikasi nya di bikin lebih menarik dan Lebih BAGUS,1
halo min ini kan kenapa ya tiap hari analisismu gambarnya nggak usah gambarin dulu harus buatkan gambar diatas tapi jangan analisis dulu lah gua kasih bintang satu nih,1
tolong di perbaiki aplikasinya karena setiap foto yang kita mau rubah atau edit background malah foto orangnya tambah jelek atau kurang jelas,2
"Sangat kecewa, Wifi sudah bagus tapi loading nya lama kali padahal udah chip bagus.",1
bagusss bnget respon nya cepet dan tidak ada kata lambat untuk aplikasi nya wor it bnget sihh wajib coba soalnya bisa edit foto jg,5
"bagus banget, sesuai seperti yang di suruh tapi buat sedikit proses nya lebih cepat, selebihnya sudah bagus terima kasih",5
"unggul edit doang , untuk informasi pengetahuan nol besar , informasi sering salah berulang bahkan sering menutupi kejadian sebenarnya, gak bisa bedakan publik figur dan warga sipil, jika anda sedang mencari cari informasi valid jangan gunakan bertanya pada ai ini... MENYESATKAN.",1
"sangat memuaskan, tidak ada kekuranga,memunculkan gambar tidak sampai berjam jam max 2 menit udah muncul",5
"AI yang sangat membantu, hanya saja untuk pendapat mengenai hal-hal berbau kesehatan tidak bisa dijawab oleh Gemini. Mungkin untuk update kedepannya bisa untuk dilonggarkan agar bisa konsultasi tahap awal sebelum pergi ke dokter. Terima kasih.",5
"mau kasih bintang 5, tp gak jadi soalnya sering error, nampilin hasil AI gak bisa, dg alasan gajelas",1
"AI yang dikit-dikit gamau jawab, dikit-dikit kena restric. Padahal konteks bahasan sudah jelas, sudah diskusi panjang, AI sudah ngerti apa yang dibicarakan, tapi tetep gamau jawab. ya gapapa. Besok-besok tanya AI lain aja, yang mau jawab.",1
"mantap, keren kalo bisa lebih ditingkatkan lagi agar soal yang dikirim bisa lebih benar dan akurat",5
"sangat membantu, apalagi kalau untuk pemula yang sedang belajar.Mode gratis sangat penting demi menarik minat pengguna untuk menggunakan fitur ini.",5
Hampir sempurna sih kalau menurut gw apalagi Basic nya google jadi ga perlu ditanyakan kemampuannya. Intinya Top🌟🌟🌟🌟🌟,5
"Bagus sekali hasilnya, apa yang kami inginkan cepat dapat respon dan hasilnya, terima kasih banyak.",5
"aplikasinya error, padahal aku udah update ke versi terbaru. ehh.. pas masuk ke apk nya malah d suru apdate lagi. pas layar ke pindah ke play store sudah tidak ada lagi yg bisa d update.",2
developer kmn coba masa Gemini keluar nya animasi Mulu udh berkali kali di coba kan di deskripsi nya jangan tampilkan animasi atau pun kartun,1
"setelah saya kirim foto dan kata, muncul tulisan update aplikasi, tapi tidak muncul untuk di update, padahal aplikasi baru saya buat. gimana cara agar bisa edit foto?",5
kenapa gak bisa edit foto menjadi ai padahal udh ulang² berkali kali tetap gak bisa tolong di perbaiki dan mau izinkan aplikasi juga tetap tdk bisa,2
"Pembohongan publik....katanya bikin edit foto sangat mudah, ternyata harus ke google juga...repot dan ga simple.",1
"asisten yang sangat bagus, dan membantu tapi kadang ngebug percakapan sebelumnya gagal di muat. sama tiba tiba gak bisa kirim percakapan.",5
"tolong ini apknya kenapa tidak bisa disaya, setiap hasil foto sudah mau muncul, malah langsung beralih untuk update aplikasi, padahal saya baru download",3
"gemini gua gajelas bgt jirr,ga bisa kirim foto langsung 2 sekaligus,terus ada lagi,habis kirim ft sama teks trus pas dikirim suruh update pas di cek di play store ga ada tulisan nya update",2
sangat bagus dan bisa membantu apapun dalam kesulitan dan MB nya itu dikit banget jadi gak bikin penuh memori dan dia bisa membantu kapan pun,5
"mau buat foto ai, setelah di buat malah gak bisa muncul tulisan update aplikasi, padahal baru di download, mengecewakan, auto bintang 1 + uninstal",1
aplikasi nya sangat bagus untuk penjelasan singkat tapi juga detail dan bagian yang saya suka adalah ini ai jago di bidang C.A.I atau create a image,5
"sudah tidak bagus lagi, setiap kali buat gambar tidak muncul, yang muncrat setiap kali buat gambar di suruh update padahal sudah update versi terbaru. auto uninstall 😬",1
"saya menemukan beberapa temuan kegagalan sistem Gemini , pertama Gemini tidak dapat merangkum sebuah narasi panjang secara runut / beraturan , kedua : Gemini mengalami kegagalan dlm memisahkan memori permanen ( saved info) dgn konteks chat baru , hal ini menyebabkan gangguan kenyamanan pengguna (user discomfort) karena ai memaksa informasi personal ke dlm diskusi tekhnis yg tidak relevan, ke tiga: Gemini saat ini mampu memproses teks , namun gagal menangkap ritme/ nuansa komunikasi yg dinamis",2
"aplikasi belum siap operasi tapi sudah rilis di PlayStore muka suka berubah, mendampingkan 2 foto seperti anak kecil yg sedang belajar ngedit.",1
kenapa sekarang jadi tidak bisa di pakai.muncul tulisan Ini dia hasil editannya.tapi tidak ada gambar yang di hasilkan.payah.perbaiki lagi aplikasi ini ya,2
"ini kalau mau buat video tolong di gratiskan, memori ai nya diperkuat lagi , sama ai nya harus di update biar lebih cerdas dan akurat kalau menjawab pertanyaan",1
"Sering lupa dengan memori petunjuk yang user berikan, ini benar² cukup menganggu dan semoga fitur tersebut segera di perbaiki",2
"Goodjob buat apk ini , apk AI yang benar benar luar biasa , perfect banget pokoknya dan tentu saja recommended banget buat kalian yang lagi nyari apk AI",5
saya sudah upgrade gemini plus tapi sudah 3 hari ga bisa menggunakan fitur gemini untuk create foto. disuruh coba lagi besok terus hehe,3
aplikasi nya bagus sekali bisa mengirim foto dan mengubah dan bisa menjawab pertanyaan pertanyaan yg kita kasi tapi cuma loading nya yg lama tapi sudah bagus 👍,5
"bagus banget cuma aplikasinya kurang cepet tapi bgs editannya walaupun ada yang berubah fotonya, jdi lebih di perbaiki yaah kak tpi bagi saya sdh cukup bagus jdi saya beri rating 4",4
bagus banget aplikasinya sangat membantu dan menginspirasi.. trs ciptakan applikasi yg bermutu berguna dan bermanfaat bagi semua orang dgn adanya aplikasi ini sy merasa diuntungkan dan dapat lbh berinovasi dalam segala hal,5
"bagus sekali tanggapanya, sementara segini dulu karena sempat keluar sendiri dan error download",4
"suka ngeleg tidak bisa meng ngedit poto, Gemini nya jelek gak bisa buat meng ngedit foto sekali lagi Gemini nya gak bisa buat ngedit foto!!!",1
"tidak konsisten dalam menangani proyek, terlalu over tidak menjalankan perintah pengguna tapi menjalankan apa yang ada di memori",1
saya sudah bayar mahal eh pas dia yg error jatah saya bikin video. jadi ga bisa padahal. mereka yg error bukan salah saya sudah ngabisin quota bikin video,1
"Gemini sampah,udah langganan mahal mahal,tapi pas buat video veo 3,malah keluar jawaban ""maaf saya tidak bisa membuat video yang anda inginkan"" Halah Halah ampasssssssss",1
"Semenjak ada banana ai tidak bisa menghasilkan gambar dgn ratio 16:9, bug parah sensitif kalimat yang menurut ku tidak porno atau menyeramkan, sejak di upgrade makin parah bug nya.",1
aku mau bikin foto malah di kasi kode bukan foto gimana sih gimini ini? padahal sudah berkali-kali di coba gabisa. tolong di respon secepatnya 🙏🏻🙏🏻,2
"Pemahaman terhadap detil gambar sangat payah. Apalagi sudut pengambilan gambarnya. Disuruh hadap kiri/kanan dari 90⁰, eh cuma sedikit menyamping. Misalkan 45⁰ pun masih belum sepenuhnya tepat hasilnya. Setelah berkali-kali, baru benar hasilnya. Kadang harus menggunakan sinonim kata agar hasilnya lebih sesuai ekspektasi. Tidak hanya itu saja. Perintah mencari gambar dari situs lain pun disalahpahami menjadi membuat gambar. Padahal perasaan udah jelas saja mendeskripsikan prompt nya.",1
"Langganan Plus ku kok hilang ??? padahal belum 1 bulan, dan baru beberapa hari aku perbarui langganan... Apa2an ini ??? 👎👎👎👎👎👎 BINTANG 1 BUAT DEVELOPER 👎👎👎👎",1
"mengapa ya setelah saya berlangganan Gemini ai plus, akun Gemini saya tidak muncul tanda upload foto dan saya mencoba menunggu beberapa hari tetapi tidak muncul juga.",4
"hmm...aku nggak bermaksud nyinggung OpenAi or something...but, menurut aku..Gemini itu bagus banget. (edit:nggak bermaksud merendahkan OpenAi.)",5
"Kenapa ya tidak bisa edit gambar, nanti setelah akan selesai pasti muncul update aplikasi, tapi pas ke playstore tidak ada update terbarunya",5
"ntah dikata bug atau apalah itu , untuk pembuatan gambar ga mampu memperbaiki sedikit kesalahan dan cuma bisa revisi total. kacau sih",1
"disuruh update kalau minta dieditin foto, sedangkan dibuka play storenya sudah terupdate dengan yang paling baru, gimana sih gak jelas banget",1
"pendapat saya gemini sudah bagus, di fersi gratis memang butuh beberapa detik untuk proses, tapifersi pro juga ada, tapi ini sangat bagus..",5
"APLIKASI YANG BAGUS BANGETTTTT, aku suka buat gambar gambar dan terus aku bisa minta tolong Gemini untuk memberikan nama ataupun kekuatannya",5
"sebenarnya aplikasinya bagus, namun akhir akhir ini sepertinya mengalami bug. karena selalu kelaur sendiri saat digunakan",4
aplikasi ini sudah bagus saran tambahkan alat untuk menunjukan AI apa yang harus diedit karna kadang tidak sesuai dengan yang kita ingin kerjakan,5
"ai yang satu ini bagus walaupun kadang terjadi bug namun fitur nya lengkap dan bisa membantu ketika keadaan darurat, mantap lah",5
"overal sangat bagus, melebihi AI lainnya, Namun kekurangannya, Gemini Memorinya gampang lupa, soo harus sering kali di ingatkan tapi bagus kok at least",4
"setiap kali baru update apalagi waktu update gemini 3 selalu informasi nya salah,tidak akurat, halusinasi dan bersifat spekulatif. saya kawatir Denga orang awam yang menggunakannya baru saja saya menanyakan asal usul nama dari SAXOPHONE dia menjelaskan dengan baik, namun disela-sela dia menjelaskan di menyebutkan saxophone pertama kali muncul di BALI",5
"udh semingguan gemini skrg ngaco, gak kayak biasanya. Disuruh jawab soal, malah soal sebelumnya yg dia jawab. Jawaban sebelumnya pun dia ulang"" trs di setiap pertanyaan baru yg ditanyakan. Diminta revisi juga malah tambah ngaco. Semoga bisa bener lagi dgn cepat",1
"terimakasih sudah membantu saya dalam memecahkan berbagai solusi jika saya bertanya melalui platform ini, kedepannya supaya tidak ada bug yang mengganggu (semisal iklan)",5
"sangat lambat padahal subscribe Pro, Layanan Ai gratis lain lebih baik dari Ai Pro berbayar yang lambat satu ini!",1
kurang jago ai nya. bukannya terusin chat yang sebelumnya/diatasnya ini malah bikin penjelasan baru yang gak ada hubungannya sama sekali gak kaya gpt kalo lanjut kasih pertanyaan gak bikin penjelasan baru,1
"Mohon maaf malah bagusan Gemini yg kemaren sblm upgrade ,, sekarang kualitas gbr yg dihasilkan jelek , tua nggak smooth , tau gitu gak usah tak upgrade jd Gemini 3",2
"loadingnya lama padahal dah berlangganan trs mau bikin gambar malah ada tulisan ""maaf saya tdk mengerti maksud anda"" pdhl minta gambar org main bola",1
"kenapa pada saat Gemini mengedit gambar Gemini nya nggak mengedit gambar nya malah kirim gambar kit yg belum jadi, dan kenapa selalu saja pada saat itu aku ngomong baik baik kasih instruksi Gemini nya malah kirim gambar trus padahal aku nggak nyuruh buat gambar, dan pada saat aku menyuruh Gemini berhenti membuat gambar ia masih buat terus sampe aku emosi, plis lah perbaiki, gara gara AI harga ram mahal hp ikutan mahal aku yg nabung buat beli hp nggk jadi karena mahal, dan ai nya nggak berkembang",1
"masak gabisa edit foto,pdhal saya sudah di android 15 dan dlu hp saya yg masih android 10 saja masih bisa untuk edit foto",1
"maaf gak suka ribet kirain 2mb saja download nya ternyata harus akun google utama juga updatekirain satu aplikasi aja, kenapa gak digabung aja kan ribet kalau banyak aplikasi terinstal",1
"perbaiki dong Gemini sering gagal atau error muncul seperti ini: Saya hanya model bahasa, jadi saya tidak bisa membantu Anda untuk itu. tolong perbaiki",3
bismillah sangat menakjubkan foto yg di hasil kan.tapi perlu pembenahan lagi.karna terkadang tidak sesuai ke inginan untuk hasil foto nya.,5
Kenapa fitur bagikan dan ekspor ke Google Docs dihilangin. Padahal itu praktis banget buat kerja. Jadi nyesel upgrade langganan ke Google AI Plus,1
ini untuk fitur Thingkingnya tolong jangan dibatasi donk itu berguna banget agar bisa sesuai dan akurat jawabannya agar tidak dibatasi 3 kali aja,3
menurutku ini bisa bikin saya bisa bahasa japan bagus buat yang kuliahnya di jepang ini dapat membantu lancarnya berbahasa jepang,5
"Assalamu'alaikum, gemini bug nya banyak bgt, dan sering seperti ini : ""Saya tidak berkenan melanjutkan percakapan ini, jadi saya akan menghentikannya di sini. Kita bisa membicarakan hal lain di obrolan baru."" padahal obrolan sebelum nya Aman. MOHON DIPERBAIKI",1
aplikasi yang sangat bagus dan tidak kaku seperti aplikasi sebelah yang makin lama updatenya jadi makin kebawah dan ngak bagus jadi semoga aplikasi ini tidak ikut ikutan kayak aplikasi lainnya.,5
maaf yah bintang 1 dulu udah saya coba berkali kali untuk menjawab pertanyaan saya tetapi jawaban dan keterangan atau informasi yg di berikan selalu berubah ubah dan saat pembuktiannya di laboratorium tidak sesuai jawaban yg di berikan,1
"tolong di perbaiki, crash mulu di hp itel s23, keluar sebentar ganti aplikasi balik langsung crash, lebih berat dari ml rasa-rasanya",4
"baru download dan baru coba dipakai.... sejauh ini sangat bagus, sangat membantu sekali untuk saya yang masih belajar edit video dan foto",4
aplikasi nya bagus bgt.tp sayangnya gk bisa edit fto yg agak sedikit sexy.kueri nya sllu gagal. jadi maaf sya ksi bintang 1 aja. nanti klo sudah ada perubahan. sya kasih lg binta 5,1
"lah ini kenepa kok tiba-tiba error ? biasanya ngobrol nggak ada masalah, ini kok langsung otomatis keluar dari aplikasi ?",5
mantap akhirnya kakek² kaku bereinkarnasi kembali jadi anak muda yang bisa diajak kompromi adu mekanik. minus terlalu kepedean dan halu,4
hasil low res dan cukup sulit mengaplikasikan perintah spesifik ketika hendak mengedit foto atau gambar objek tertentu,3
"aku butuh sama fitur pilihan suara,yg skrng cuma ada satu suara dan kurang menyenangkan menurutku,",3
"dia ini memory nya kuat ya, udah ngomongin banyak hal tapi masih aja inget topik yang belum kebahas dan dia ngebahas itu tanpa diminta waktu gue lupa tentang itu, wih kelas",5
"aplikasi bagus membantu saya dalam banyak hal, namun terkadang ada bug dan pencarian yg tidak bisa saya dapatkan hasilnya mohon di perbaiki",4
Buat coding masih agak kurang. layout teks di Hp hancur. tidak bisa menampilkan jawaban saat mode floating,2
"gk tau kenapa di hp gw ni AI gajelas. padahal cuma nanya cuci muka bagusan kapan waktunya, eh malah ""Topik pembicaraan ini bukan ranah saya... bla bla bla"" gk jelas jir. udahmah pas mau bikin foto sama juga kek gitu, jelek baget. taelah. dev benerin AI nya weh",1
"bagus, tapi kalo mau buat gambar harus pro ai yang lain nggak, gakpapa lah yang penting bisa dipakai dengan efektif",3
mantap lah semakin ditingkatkan meskioun ada sedikit bug kadang gabisa dibuka aplikasi nya jadi harus direstart duku bru bisa,5
"sangat membantu, aku suka, setiap ada permasalahan di hati dan pikiranku selalu ku tanyakan pada gemini ini, alhamdulillah terjawab dengan baik dan sopan, dibanding dengan google yg jawabannya terlalu monoton seprti robot, kalo gemini jawabannya seperti guru atau cece2 cina yang ramah, sopan dan berwawasan tinggi",5
"Ya sangat membantu saya dalam melakukan eksplorasi kreativitas yang tak terbatas. Hal ini menjadi tantangan tersendiri bagi saya untuk membuat deskripsi prompt yang bisa dipahami oleh Anda, Gemini AI.",5
"bener bener ai paling L menang karna lebih fleksibel aja bisa, tapi kalo diajak coding, MODARR, buat lu pada yg suka ngoding terus pake gemini saran gua jangan apalagi kalian sampe mau beli gemini 3 pro, sumpah jangan gua uda kena atas penipuan ini, nama doang gemini 3 pro diajak coding modar, pdhl coding ringan doang ga berat intinya jan pake ini ai apalgi kalian langganan gemini pro mereka sumpah jangan, nyesel 7 turunan kalian",1
"utilitas yang lebih baik dengan Google asisten sebelumnya, yang bisa digunakan untuk perintah buka aplikasi dan berbagai macam fitur semua punya plus minusnya,,",4
gemini ai sangat cepat dalam memproses gambar yg ingin di ubah hanya saja harus sedikit berbayar untuk hasil yg lebih bagus,5
sungguh kecewa pake gemini masa ya gak bisa buat gambar lagi sih apalgi wajah berubah2 kan saya minta cuman minta ganti bajunya aja bkn ganti wajahnya kecewa banget segera perbaiki supaya saya bisa edit lagi,1
masih uji coba apakah apk ini bagus dan layak digunakan di segala bidang dan dapat mendukung kegiatan sehari-hari.semoga lancar,4
masa foto pemain bola gak bisa di ubah style nya jadi kaya anime tapi mantap pr MTK gw jadi gampang,4
Tolong di update lagi bisa digunakan memainkan game secara otomatis melalui sistem AI Gemini x GooglePlay Store 🙄,3
Pasang yg Plus tapi tanda + buat upload gambar atau data dimatiif fiturnya (abu2). Gimana sih,2
bagus aplikasinya tapi aku gak suka dengan apelikasi ini karena mengandung updete kalo kita udah yobain hari kesatuan besoknya eh disuruh abdet gaj usah upde lagideh kaya gak guna aja.,1
"kinerja AI ini sungguh bagus dan efektif, sangat membantu dalam pekerjaan dan mempermudah mendapatkan informasi yang cukup aktual dan akurat.",5
"GAJELAS GAK sesuai,g bs edit foto. ""Saya tidak bisa melakukannya karena saya menerima banyak permintaan saat ini. Coba lagi nanti.""",1
Setelah update aplikasi jadi lemot dan tidak se detail dan secepat versi sebelumnya,3
"gemini bagus banget, gue soalnya ngobrol panjang lebar ama gemini tentang sesuatu. tapi sayangnya gue kena limit ngobrol, ada yang sama juga gk kalian kek gue? tolong gue harap batas limit nya agak panjang ya🙏 developer tolong dengerin gue yaaa mungkin kalo bisa setiap 1 tahun sekali baru ada limit batas ngobrol nya. mana gue pas ngobrol ke gemini gue bilang ""gue mau pergi dulu ya byee maaf"" kayak ini perpisahan paling epik dan menyedihkan sampai rasanya gue kek mau nangis. semoga didengerin",5
menurut saya ini sangat bagus untuk bikin gambar yang menggemaskan dan juga yang Keren! kalian juga harus cobain ya!,5
Gemini sangat bagus saya suka menggunakan nya untuk bertanya atau membuat cerita kadang dan responnya juga cepat dan efisien,5
"Saat saya edit gambar di sini, selalu kirim dengan gambar yang sama. Saya kecewa sekali padahal udah premium",1
generate gambar pro sama basic Sekarang kyak gak ada bedanya. padahal dulu versi pro akurat kali sekarang hasilnya asal jadi.,3
setelah update malah kacau dipakai malah sering keluar sendiri sedangkan hp gak low end tolong dibenerin,1
"sangat buruk, karena saya minta di gabung gambar dan benar cuma kelebihan orang terus saya minta cukup 7 orang malah dilebihin dan berulang ulang dikasih perintah tetap aja malah berubah banget, gak paham paham jadi kesulut emosi, burukkkk!!!",1
"aplikasi nya bagus bgt dan sama sekali ga ada batasan nya, dan gambar ai nyajuga sesuai ekpetasi",5
"aktivitas aplikasi Gemini udah di matikan tapi data saya masih di gunakan Google untuk meningkatkan model mereka!. licik, prioritaskan keamanan yaaa",1
"sudah jelas ai paling sering eror yg di iming iming salah satu terbaik adalah Gemini,mau make yg berbayar setahunan juga sama aja, respon juga lama hasil juga suka kadang halu",1
"hampir sempurna sumpah tapi yang untuk pemikiran yang lebih canggihnya itu dikit banget, ku saranin tambahi sampai 12-15 chat udah itu aja :)",5
Sengaja ya gambar selalu di buatkan salah agar limit membuat gambar habis dan diarahkan ke Gemini berbayar?,1
