content,score,category
"beberapa Akun Errors, tidak Bisa bikin video , tolong di perbaiki",3,Netral
"sementara ini masih good, dan riset lumayan, perlu di tingkat kan lagi seperti chat GPT.",5,Positif
"bisa banget buat bantu kalian pas mau ujian, buat latihan soal cmn minus nya agak lama aja emg",5,Positif
"saya sangat suka dengan gemini, khususnya menu deep research nya yg dengan menu ini membantu saya sebagai akademisi",5,Positif
rekomendasi buat yang pengen ai dengan kualitas bagus tapi masih ada beberapa Miss kecil sih,5,Positif
aplikasi yang sangat bagus dan sangat bermanfaat...tingkatkan terus kinerjanya..,5,Positif
sangat membantu dalam mengembangkan ide dan juga membuat desain grafis,5,Positif
"sangat bagus untuk pengeditan Poto , tolong Gemini lebih dikembangkan lagi untuk pengeditan Poto",5,Positif
Perlu di tingkat kan untuk lebih memahami pertanyaan pengguna,4,Netral
"sudah semakin bagus, kesalahan yang dulu pernah ada sudah di perbaiki, terimakasi gemini karena saya sangat terbantu karena anda",5,Positif
Gemini sangat bagus bisa untuk belajar dan mengedit foto atau video,5,Positif
"bagus cocok buat belajar.saya belajar banyak hal dalam aplikasi ini,memang sanagt cocok buat belajar.",5,Positif
sangat bagus dan sangat membantu dalam mengerjakan tugas terimakasih karena sudah menciptakan aplikasi yang keren ini👍👍,5,Positif
Gemini Apl sangat membantu dalam penyelesaian pekerjaan dengan cepat dan mudah,4,Netral
layanan sangat bagus dan bermanfaat sangat membantu dan jadi bagian kebutuhan penunjang hidup yg mudah. terimakasih,5,Positif
kasih bintang3 aja dulu karena tidak bisa di simpan karena pas mau disimpan ke galeri tulisannya eror mulu,3,Netral
"untuk konsistensi jawaban, dan pemikiran jangka panjang AI ini akan menyalahkan jawaban yang diberikannya sendiri. jadi kalian dibuat bekerja berputar-putar diruang yang sama oleh AI ini.",1,Negatif
"Keren Bangat, Tapi Perbanyak Fiturnya Pasti Tambah Mantap",5,Positif
"setelah mode pro keluar, mode penalaran jadi kacau tidak mengikuti petunjuk, jawaban selalu salah",1,Negatif
aplikasi ai pendamping sangat bagus dari berbagai aspek dan kalo bisa tingkatkan lagi,5,Positif
"Saya sangat suka aplikasi GEMINI walaupun baru mencoba, semoga semakin baik dan banyak fitur-fiturnya🙏",5,Positif
sangat bagus dan mudah dimengerti dalam penjelasan setiap pertanyaan yang diberikan,5,Positif
"the best.. dengan optimasi nya, dan update gemini memiliki fitur personal memory.",5,Positif
"bagus si tpi cuman kadang"" bisa edit kadang"" enggak tpi berhasil dikit si",2,Negatif
Gemini memiliki akuratan yang tinggi dan sangat bagus untuk asisten ai juga dia bisa dibuka dari Google,5,Positif
Saya melaporkan agar apk ini lebih di pertimbangkan lagi ( diperbaiki karna semua data yang saya kerjakan hilang semua),1,Negatif
aplikasi yg sangat bagus dan mudah untuk mengedit semua jenis yg sy inginkan,5,Positif
"Gemini yg baru, diskusi dan bertanya jadi lebih nyaman dan interaktif. Good..",5,Positif
"kenapa sekali cek gambar, kok dibilang itu mau upgrade?",5,Positif
"bagus bagus cuma kadang suka ada bug sedikit, smoga makin bagus kedepannya. 5 stars.",5,Positif
Keren banget aplilasi gemini IA bisa bikin edit poto dengan mudah,5,Positif
sangat bagus mungkin ngirim pesan nya agar lebih cepat,5,Positif
fitur nya bagus banget mudah buat edit edit foto atau apa pun itu,5,Positif
"otak nya kayak kereset tiap hari anjir padahal masih di sesi yang sama tapi yang di bicarain kemarin udh lupa semua lupa dah, ai nya gak nyambung pulak",1,Negatif
"aku suka sama Google gemini tapi..... dia selalu menjawab saya pake gambar terus padahal aku gk masukin dia ke mode gambar, aku sangat BENCI update ini,bukannya menjawab pake kata² malah pake gambar, ini gk sesuai loh yang aku ingin kan",2,Negatif
semoga bisa lebih bagus jika buat gambar dan sesuai dgn yg diinginkan,5,Positif
sangat bagus mengedit gambar nya juga sangat terliat asli,5,Positif
"Praktis, Mudah digunakan, Solutif sekali untuk pembuatan gambar",5,Positif
"Aplikasi Ai terbodo, tidak mau dikoreksi, selalu mengulangi kesalahan yang sama.",1,Negatif
"aplikasi gemini nya bagus tapi tidak dengang aplikasi dola, aplikasi gemini jelek dahhh",1,Negatif
ini sangat membantu saya dan sangat bermanfaat ketika aku memiliki pertanyaan...dan langsung dijawab dengan tepat dan benar,5,Positif
"iklan jangan munculkan, sangat mengganggu dan meresahkan",1,Negatif
Mustinya ada opsi hanya pihak kontak dan developeryang bisa melihat,5,Positif
Sangat sering sekali membuat kesalahan. masih kalah jauh dengan Chat GPT!,1,Negatif
"bagus sih, tp lain kali bisa hd kan gambar jga ya secara natural",5,Positif
"sangat baik. sangat membantu, jaringan cepat , jawaban cepat diselesaikan",5,Positif
"aplikasinya buruk sekali, jawaban yang dikirim itu salah salah semua gak ada yg bener,baik jawaban maupun soal yang dikirim 👎👎👎👎👎👎👎👎",1,Negatif
"selalu error,padahal tidak ada unsur 18+,saya selalu menggambar gambar positif",1,Negatif
aplikasi yang sangat luar biasa hasil editan nya bagus seperti aslinya 👍,5,Positif
"sangat membantu dalam proses pembelajaran,dan tidak ada iklannya 👍👍👍",5,Positif
kurang bagus dan tidak bisa mengikuti kemauan saya si pengirim tolong diperbaharui lg aplikasinya,1,Negatif
"Keren..., jadi jaman skrg serba praktis ga perlu ribet2 pake Aplikasi dulu",5,Positif
"aplikasi kocak. gak konsisten, kalo bikin cerita itu konsisten dong wajah mc nya.",1,Negatif
aplikasi nya bagus dan cara penjelasannya mudah di pahami,3,Netral
ga bisa yang seperti di tiktok ai nya burik terus jawabannya salah aku sercing di google jawaban nya beda pokoknya jangan di download jelek banget padahal aku udah coba di hp kakak ku yang ip tetap ga bisa,1,Negatif
bagus banget dan tidak ada yang mengubah wajah saya ketika di edit,5,Positif
sangat bagus untuk memperluas pola pemikiran dan mengasah pembelajaran yang berlalu,5,Positif
"lambat x . masih kalah berpikirnya, lebih cepat chatgpt kalo ditanya masalah apapun",2,Negatif
sangat membantu dan teman yang cukup bisa diandalkan seperti sahabat yang selalu ada saat dibutuhkan,5,Positif
keren. tapi gambar terkadang berubah dari aslinya,5,Positif
kurang kompatibel dengan pembaca layar aksesebilitas,1,Negatif
aplikasi ini sangat berguna dan membantu untuk mengerjakan tugas sekolah,5,Positif
aplikasi yang cukup canggih dan bermanfaat bagi para creator yang hobi mengedit apa saja,5,Positif
lumayan..🙄 pda mode penalaran agak lama.. pada mode flash normal.,4,Netral
Sangat membantu untuk diskusi dan belajar bahasa asing,5,Positif
bagus banget sangat mudah di gunakan hasil akurat sesuai permintaan,5,Positif
Entah kenapa makin kesini AInya makin berbatas. Cuma dapat 5 generate saja itupun gambar tidak sesuai dengan command promptnya. Kalau generate AI Jari yang tadinya 5 berubah jadi 6-7 ngebug. Aplikasinya masih beta atau pengembang sebenarnya?,1,Negatif
sebaiknya bikin yang lebih bagus sehingga bisa mengedit video transisi,3,Netral
"kenapa foto yang dibuatdidak bisa di download atau disimpan ,kenapa error, tolang penjelasannya atau perbaikan tentang google gemini di akun google saya.terima kasih",1,Negatif
"Sangat bermanfaat dan mudah di gunakan, pokoknya is the best",5,Positif
"Amazing, Aplikasi yang bisa membantu saya dalam memvisualisasikan ide ide saya.",5,Positif
bagus keren dan praktis juga lebih hidup gambarnya,5,Positif
alhamdulillah gambar Bagus dan indah jernih kualitas terjamin.,5,Positif
Sangat membantu dalam mengerjakan soal-soal yang kurang di mengerti😁👍,5,Positif
Sangat membantu dan mempermudah untuk belajar! Keren 👍.,5,Positif
aplikasinya sangat berguna dan responnya cepat dan hasilnya maksimal,5,Positif
baru coba keren si bisa ngerubah foto biasa jadi luar biasaa,5,Positif
"udah langganan pro tapi gak bisa buat foto dri prompt, jawabannya selalu tunggu sampai besok, besok nya tetap gak bisa",1,Negatif
"tidak konsisten apa yg akan di bikin, apa yg akan di bikin gak bisa, muka berbeda jauh dari asli",2,Negatif
apk ini sangat bagus rapih dan mendekati akurasi aslinya👍👍,5,Positif
wah... keren banget hasil editan nya... trima kasih ya.. trus tingkatkan ya👍👍🙏,5,Positif
mudah mudahan semakin mudah edit foto untuk yg sulit,4,Netral
aplikasi gemini bagus buat edit foto atau merubah begron sesuai warna yg di butuhkan,3,Netral
Cukup membantu buat materi online pemasaran dan konten kreator,5,Positif
"bagus,jelas,taoi kadang masih salah dalam memberikan jawaban / tidak lengkap",5,Positif
edit foto dengan gemini ternyata gampang dan praktis.👍,5,Positif
aplikasi yg bagus dijaman teknoligi AI tapi masih perlu penyempurnaan,4,Netral
"Baik, namun perlu meningkatkan kemampuan yang lebih tinggi",5,Positif
bagus sekali untuk buat video atau foto menarik sangat bisa,5,Positif
Sangat terbantu untuk menyelesaikan soal² dengan cepat dan akurat,5,Positif
"Bagus banget, fiks kalian harus dowload. sesuai eskpetasi bgt pokoknya jangan tanya lagi bagussss banget!!",5,Positif
Sampai saat ini masih nyaman menggunakan Gemini karena sangat membantu saya menyelsailan tugas saya,5,Positif
sangat bagus sekali dan membantu dalam belajar dan bekerja,5,Positif
ringan dan responsif. cocok buat task yang butuh cepat👍,5,Positif
"bagus sekali hasil nya,saya yang belum bisa membuat kata kata yang sesuai",5,Positif
sangat bagus untuk membantu menjawab pertanya dan mengedit foto,5,Positif
mantab dan membantu untuk bikin gambar lucu dan menyenangakan,5,Positif
Sangat bermanfaat untuk self development dan menunjang pekerjaan,5,Positif
"sangat bagus ,dalam mebantu dalam mengedit Poto dll",4,Netral
Suka error saat membuat gambar dan tidak akurat,2,Negatif
bagus sekalii saya sangat suka dengan gemini ini bisa mengedit foto yg saya perintahkan 💝,5,Positif
apk nya mantap banget dan sangat mudah digunakan pokoknya gak nyesel deh pakai apk ini 👍👍,5,Positif
tolong di perbaiki bug nya yang keluar sendiri jadi kinerja Ai nya udah bagus google good job,4,Netral
"aplikasi keren, mempermudah untuk mengedit gambar",5,Positif
"Bagus sih, AI ini, bisa jadi teman, bisa diajak ngobrol, cuma ada 1 kendala terbesarnya. Saya menyuruh buatkan gambar AI dengan Imagen 3, membuat kartun berdasarkan gambar mobil, dan foto mobilnya sudah dilampirkan, eh malah error. Jadi gabisa deh (kalau bugnya sudah diperbaiki, bakal saya edit menjadi 5 bintang)",3,Netral
Apl ini bagus dan sangat membantu untuk berimajinasi gak rugi menggunakanya👍,5,Positif
hai developer Google Gemini di sini aku ingin menyampaikan satu keluhan kenapa penjelasan Google Gemini sekarang ini tidak sebagus seperti awal dulu padahal aku pakai yang pro tapi kok penjelasannya aku rasa kurang pas dan gak detail atau enggak menjawab aku kalaupun menjawab kurang detail,5,Positif
"sudah sangat bagus,tapi terkadang ada bug saat AI merespon jawaban",3,Netral
foto yang sudah di edit tidak bisa disimpan selalu saja eror,1,Negatif
"PLZZZ BAGUSSS BANGETT,dia kayaa langsung ngerti gituu kalo dikasii tauu sesuai dengan keinginan kita. tapi sayangnya kalo mau puas haruss berbayarr😭",5,Positif
aplikasi ini sangat membantu sekali untuk mencari berbagai solusi dalam mengatasi masalah masalah sehari hari,5,Positif
Sy baru sj menggunakan AI ini & sedekat ini sangat ok dlm membantu sy utk melakukan analisis.,4,Netral
tolong update lagi. karena bagian upload gambar loadingnya super lama seperti terkena bug,1,Negatif
kualitas hasil foto saat pengeditan menjadi turun tidak SE jernih yang kemarin,3,Netral
buat aplikasi gemini ini bisa edit poto selalu jangan bisa edit poto bentar aja,1,Negatif
sangat baik untuk di jadikan alat belajar dan mencari informasi yang di butuhkan,5,Positif
Saya sangat suka menggunakan aplikasi Gemini. Dapat memacu kreativitas dalam seni fotografi.,5,Positif
"kadang saat membuat video, ai salah intepretasi jadi hasilnya jauh dari harapan. juga batasannya terlalu ketat, masa video adegan komedi tabrakan orang lagi jalan saja ga boleh? hasil video cuma saling tatap lalu jatuh 😂 yang lain sudah cukup baik.",3,Netral
bagus bngt cepat balas cerita ny nyambung seakan ngomong sama orang terus dia itu bukan buat kerjain pr kalau aku sih ku ajak ngobrol lebih seru cuman tadi kena batasan harus upgrade gatau lh pokony gitu,5,Positif
aplikasi ini sangat bagus dan sangat membantu saya mengerjakan tugas tugas saya,5,Positif
sangat bagus dan membantu kerjaan saya sebagai seorang editor dan pencari informasi,5,Positif
"Gemini sangat membantu saya dalam mengakses informasi apapun, dengan durasi waktu yang singkat. ini sangat membantu keseharian saya dala menjalankan profesi saya.",5,Positif
"Gemini suka pura pura bodoh,alasan tidak bisa menggabungkan kedua foto tertentu, padahal kan sebelumnya bisa,dan banyak hasil tersimpan di galeri, tapi kenapa pengguna dibuat jadi dipersulit dengan alasan yang tak pantas,dan peraturan yang terlalu ketat, kadang bisa kadang tidak menghasilkan,, hanya membuat kecewa, edit foto di Gemini cuman buang waktu saja,saranku buat yg mau edit dan unduh apl gemini lebih baik jangan dan lupakan saja,lama lama aplikasi Gemini bakal ditinggalkan,",1,Negatif
"sudah nyoba fitur chat live yang lain cair yg saya ga cair2 tetap aja minta tugas padahal dah ngirim ss,masa saya dah daftar 1 bulan lebih komisi ga cair giliran yg daftar mingguan dah cair..gmn min lom cair komisi giliran yg minguan cair parah",5,Positif
"sangat sesuai dengan yang diharapkan, berbagai kebutuhan yang di perlukan tentang cara mengelola pendidikan sangat-sangat membantu",5,Positif
saya ga bisa buat nya.. padahal udah update.. dan bahkan saya coba berkali kali tetap ga bisa.. di suruh update saya update tapi tetap aja ga bisa,1,Negatif
saya suka aplikasi ini tapi saya mohon untuk mengembalikan sistem Google search dan tidak terlalu cepat menjawab.,5,Positif
"keren, mantap, editor foto sedang bandingkan hasil edit nya dgn hasil Gemini, dan wahhh 🤣",5,Positif
"Bagus sekali untuk restorasi gambar, foto,,,",5,Positif
sangat berguna dan bermanfaat untuk belajar dan kebutuhan lainnya,5,Positif
"mengedit foto jadi mudah,,, sesuai dng keinginan",5,Positif
"kecewa sama gemini, mau dipake buat ngedit gambar malah disuruh update app. padahal app nya udah versi terbaru",1,Negatif
tidak bisa mengedit foto dengan baik dan menjawab pertanyaan tidak pernah tepat,1,Negatif
sudah di update tapi tetep tidak bisa mengedit foto,1,Negatif
"bagus sih, tapi karena dia membutuhkan kuota lebih banyak",5,Positif
bagus karena berjalan lancar di n2 flip di layar kecil,5,Positif
"Mohon maaf yang sebesar-besarnya. Saya menyadari sudah berkali-kali gagal dalam permintaan Anda. Sebagai model bahasa, saya tidak dapat melakukan manipulasi gambar yang kompleks, seperti mengambil foto yang Anda unggah dan mengubahnya menjadi ""Stylized studio portrait"" dengan latar belakang panel kaca reflektif, setelan jas, dan pencahayaan khusus. Saya hanya bisa memproses teks. Saya mohon maaf karena telah membuat Anda menunggu dan kecewa. Apakah ada hal lain yang bisa saya bantu dalam bentuk",1,Negatif
"saya berlangganan 28 nov 2025 kok baru 1 hari sudah tidak bisa dipake padahal pas tgl 28 pemberitahuanya baru bisa dipake lagi mulai 29 nov tp hari ini ude gk bisa harus upgrade lagi, aplikasi apaan ini ? sehari cuman bisa 3 kali besoknya ude gk bisa",1,Negatif
"Aplikasinya keren, bisa tanya apa saja. Sangat membantu. Super sekali..",5,Positif
"awal awal download aku seneng lihat ada banyak fitur saat pencet tanda tiga pada ulasan yg di berikan ai, ada pilihan ubah bahasa jadi lebih casual atau profesional, ada pilihan ekspor ke dokumen, dll. tapi makin hari fitur nya ilang, dan yg paling kecewa ga ada fitur ekspor ke dokumen padahal ak suka bgt sama fitur itu. tolong di kembalikan lagi fitur fitur dulu",3,Netral
aplikasi yang yang bagus dan sangat bermanfaat buat membantu apa saja,5,Positif
karena edit foto nya cuma bisa 2 foto saja perhari klo bisa tambah lagi ku tambah bintang nya,2,Negatif
sangat membantu dan seru dan juga bisa bantu belajar,5,Positif
"buatlah gambar yang di ambil dengan kamera polaroid.foto tersebut harus terlihat seperti foto biasa,tanpa subjek atau properti yang jelas.foto tersdikit efek blur dan sumber cahaya yang konsisten, seperti lampu kilat dari ruangan gelap, yg tersebar di seluruh foto. jangan ubah wajah nya. Ganti latar belakang dengan tirai putih. (Dengan cowo itu menatap wanita nya. Buat terlihat romantis tetapi tidak canggung, seperti couple pada umumnya).",2,Negatif
AI nya sering ngasih gambar yang bukan di minta makanya di beri rating 3,3,Netral
"sekarang hasilnya jauh dari perintah, diperintahkan ulang hasil tidak ada perubahan",2,Negatif
ktnya harus update pas di update malah gabisa ngedit foto😢,2,Negatif
jelek mengedit foto gak bisa mempertahankan wajah asli nya tidak mirip,1,Negatif
"sangat memudahkan kita dalam mencari tugas dan informasi sesuai kebutuhan ,terima kasih Gemini🙏🙏",5,Positif
keren jawabannya bagus cuman terkadang kurang tepat tapi overall bagus,5,Positif
"its soe gud, hanya boleh saja ditambahkan sedikit tambahan seperti menganalisasi video yang diberi orang lain :]",5,Positif
"error mulu saat upload foto sering gak kedeteksi sama gemininya, mana saya sudah berlangganan,",3,Netral
aplikasi yang sangat membantu pekerjaan editing sayah,5,Positif
"Awalnya bagus cuma lama-lama makin banyak error nya! 1. Ngedit/Buat gambar error, sering menampilkan ""Gambar Anda Sudah di Buat"" padahal gambarnya gak ada sama sekali jadi harus di ulang"" 2. SULIT SEKALI MEMAHAMI PERINTAH!! SAYA SUDAH KASIH PERINTAH PANJANG LEBAR TAPI DIA ULANG-ULANG TERUS KESALAHANNYA!!! BALASAN YANG AWALNYA BAGUS MALAH JADI JELEK KARENA IA SULIT SEKALI MEMAHAMI PERINTAH! 3. Pelupa, padahal sudah dikasih misal nama atau penampilan tapi masih tidak bisa ia ingat!",1,Negatif
Selalu disuruh update untuk membuat foto AI padahal sudah update dan sudah berlangganan juga,1,Negatif
bagus kadang sering g nyambung dan g menyimoan memori lama,5,Positif
d coba kalo gambar aslinya bisa tampak sempurna,5,Positif
akurasi dan detail tambahkan semua yang ada didunia,1,Negatif
"tidak ada draft foto sehingga tidak dapat generate foto nerikutnya, generate foto tidak mengikuti perintah",1,Negatif
"canggih dan keren , sempurna layaknya foto asli",5,Positif
"Generate foto jadi pelit yang free bahkan dibatasi, yang pro tadinya dikasih beberapa jadi lebih sedikit lagi, setiap kali mau generate foto si Gemini malah balas dengan pesan bukannya seperti dulu yang langsung fotonya dibuat.",3,Netral
wahhhhhh bagus sekali saya jadi bisa melakukan hal hal yang susah menjadi gampang bagusssssssss bangetttt,5,Positif
mohon di perbaiki saya sudah berlangganan ai plus tapi kok nda bisa buat gabar selalu dibatasi terus,2,Negatif
sangat mudah digunakan dan sangat membantu untuk pekerjaan,5,Positif
sangat keren buat yang hoby mengedit foto atau gambar 👍 hasilnya bagus,5,Positif
𝐭𝐚𝐦𝐛𝐚𝐡 𝐣𝐞𝐥𝐞𝐤 𝐬𝐦𝐚𝐤𝐢𝐧 𝐤𝐞 𝐬𝐢𝐧𝐢 𝐞𝐝𝐢𝐭 𝐟𝐨𝐭𝐨 𝐣𝐚𝐝𝐢 𝐛𝐞𝐫𝐚𝐧𝐭𝐚𝐤𝐚𝐧 𝐠𝐚𝐤 𝐬𝐞𝐬𝐮𝐚𝐢,1,Negatif
"apa ini katanya ""perlu update aplikasi untuk meningkatkan percakapan"" tapi giliran masuk ke Play Store gak ada update sama sekali. aduh Google gimana sih tim kalian ini!",1,Negatif
sangat membantu untuk menyelesaikan masalah dan mempermudah pekerjaan,5,Positif
aplikasi yg sangat membantu bagi saya sebagai seorang pendidik. terimakasih Gemini,5,Positif
sangat membantu saat dalam belajar + mengerjakan tugas,5,Positif
"sangat berguna untuk saya mengerjakan tugas-tugas sekolah, dan jawaban yg diberikan sangat relevan",5,Positif
"Tambahkan karakter game 3D sinematik, seorang yang duduk di kursi raja berpose keren di atas singgasana ratu Sudutnya diagonal dari bawah, fokus pada karakter dan sigasa. Ada efek cahaya berpendar dari karakter, asap di sekitarnya menciptakan suasana sejuk dan mewah.pake aja kak",5,Positif
"minimal bagusin servernya, bukan cuma bagusin fitur Ai nya",2,Negatif
termasuk AI yang sangat teliti untuk belajar bahasa Arab,5,Positif
Aplikasi yg Sangat membantu memecahkan masalah dlm kehidupan sehari-hari,5,Positif
"respon ai sangat buruk, ai sangat tidak support unruk bermain game storyboard sangat disayangkan",1,Negatif
baguss bangett jadi bisa lebih fokus untuk belajar,5,Positif
padahal baguss editannya tp kenapa tidak bisa disimpat foto nya selalu ada tulisan maaf heror,3,Netral
"Sejauh ini terbaik si buat keperluan konten, Dan kalau bisa jangan ada batas harian..",5,Positif
"Masa disuruh bikin foto aja gk bisa, katanya bisa semuanya emg gk benar",1,Negatif
"Jelek, sering eror. sama percakapan ku normal normal aja tapi dibilang percakapan tidak pantas",1,Negatif
kesel banget kan di suruh update udah saya update tapi selalu ada kata update aplikasi padahal udah di update udah di coba berkali-kali sama aja,3,Netral
"Sangat Bagus, dan sangat puas dengan edit foto di Gemini ai",5,Positif
di samsung galaxy A22 4G tidak bisa mengedit gambar padahal sudah diupdate versi terbaru... 😮‍💨,3,Netral
fitur untuk perintah pengaturan hp masih kurang banyak,5,Positif
aplikasi sering ngebug dan force close setelah membuat chat,1,Negatif
"semoga apk ini nntinya tidak berbayar,saya SGT senang bisa bljr bnyk hal di apk ini, terimakasih bnyk sudah membuat apk yng SGT berguna ini skli lgi terimakasih bnykk buatt yng buat apk ini🙏",5,Positif
"gambarnya sering gak muncul, diulang ulang ganti akun pun sama. sering error",1,Negatif
kadang beberapa gambar tidak bisa dibuat tanpa alasan yang jelas,3,Netral
Sangat sangat membantu saya menemukan jawaban atas kebingungan saya dan mendapatkan ide serta arahan,5,Positif
gemini ini sangat canggih dan fiturnya juga bagus sekali🤩🤩🤩,5,Positif
ga jelas error aku udah ngobrol lama sama Gemini tiba tiba error terus ga bisa di ajak ngobrol lagi harus bikin yg baru bugnya gajelas,1,Negatif
"lumayan membantu dalam hal edit foto yang keren,,tapi kadang respon nya dan foto nya kenapa ya jadi ngak mucul",5,Positif
"ini kenapa kalo mau dipake ada tulisan suruh update terus,padahal kalo buka playstore udah yang terbaru,gak disuruh update aplikasi",4,Netral
membantu mengerjakan tugas dengan baik walaupun ada sedikit yang keliru,5,Positif
"luar biasa, cepat, tepat dan mantap pokoknya",5,Positif
sangan bagus hasil nya saya puas. tpi kdng ada kesalahan sedikit bagian editan tubuhnya terima kasih💋🙏,5,Positif
"sudah bagus. tetapi selalu ""gagal memuat percakapan"".",3,Netral
asiik dan menyenakan dapat edit gambar dan transiterasi dengan mudah pokoknya mengesankan .... atuuh,5,Positif
bagus sih bisa memberikan jawaban yang memuaskan. dan ini bekerja sangat baik sih,5,Positif
setiap minta carikan info di internet langsung eror. sudah lama terjadi. herannya kenapa ga diperbaikin ya oleh tim google,1,Negatif
sangat bagus dan mempermudah saya mengerjakan tugas sekolah,5,Positif
"ai nya ngelang di suruh ngedit foto malah di kasih prompt berkali2, ku kira cmn sehari ngelang ya gtw nya 3 hari masih aja sama bikin emosi naik darah, banyak bacot di suruh apa di kasih apa bjir",1,Negatif
"""Tolong tambahkan fitur 'Select Multiple' atau 'Delete All' langsung di daftar percakapan pada aplikasi tanpa harus masuk/mental ke Browser.""",4,Netral
"sangat bagus, dan tentu ada versi gratisnya",5,Positif
aplikasi ini sangat membantu. dan saya sangat setuju dan senang. mudah-mudahan bisa bermanfaat bagi semua yang membutuhkan.,5,Positif
"keren aplikasinya, bagus, semoga kedepannya tambah bagus",5,Positif
bagus sekali tidak perlu ke foto studio mirip dengan wajah aslinya canggih Top,5,Positif
"aplikasi gak guna sekali,cm minta diganti baju dengan tank top aja gk bisa",1,Negatif
Sumpah deh fitur barunya percuma! kayak aneh banget padahal dalam 1 catatan yang sama tapi AI-nya malah lupa mulu!!,2,Negatif
bagus banget bisa membuat hayalan kita bisa nyata,5,Positif
"saya sangat suka gemini ini, gampang dan cepat sekali buat merubah penampilan",5,Positif
bagus sekali dengan sekali klik gambar atau vidio langsung jadi,5,Positif
"jelek, jawaban tidak jelas dan kadang tidak bisa jawab, padahal Versi Pro",1,Negatif
mempermudah membuat foto lama dapat di perjelas,5,Positif
sangat cocok untuk mengedit foto atau video,5,Positif
"iseng nyoba gratis 1 bulan, berlangganan pake Shope pay karena ga ada saldo aku pikir bakal berhenti langganan sendiri ternyata aplikasi inisiatif ngambil saldo paylater kaget tiba2 ada cicilan.dan tidak ada konfirmasi pembayaran.jgn coba2 deh",1,Negatif
"bagus, efisien, dan mudah di gunakan",5,Positif
Baru nyobain malah muncul suruh update untuk melanjutkan percakapan. Lah padahal baru juga download. nggak ada update an baru juga. aneh,1,Negatif
"sangat membantu, terkususnya dalam menyelesaikan tugas/mencari materi, penjelasan sangat detail dan mudah di mengerti 😇",5,Positif
"gatau lagi sama aplikasi ini, tiap mau edit endingnya selalu update aplikasi, padahal di playstore tidak update. mending hapus aja aplikasi sampah",1,Negatif
"aplikasi menjengkelkan. sudah mengetik prompt perintah, sudah menunggu lama, gambar malah diam saja.",1,Negatif
"Kenapa sekarang jadi susah kalo minta rubah gambar atau photo, padahal cuma minta ganti background doang",2,Negatif
bagus sekali dapat menjawab pertanyaan yang diajukan dan pokonya bagus banget 🥰🥰🥰🥰🥰,5,Positif
apk nya sangat bagus dan tidak ada tindakan pembayaran rekomen banget pokok nya,5,Positif
tolong buatkan cerpen tentang malingkundang berbentuk pdf lengkap dengan gambarnya serta ada nama lengarangnya,3,Netral
"tadinya bisa ngedit tapi tiba2 ko saya tidak bisa ngedit gambar yah,tenang aja tetap saya kasih bintang 5",5,Positif
"ketika saya mencoba langganan dengan upgrade ke Plus yang ditawarkan sampai 6 bulan, menjadi error dan tidak bisa akses (gagal terus) sedangkan waktu diakses ketika masih gratis. itu lancar lancar aja. responnya donk Google, gimana ini, terus langganannya buat akses yang gagal ???",2,Negatif
keren klo gratis klo bayar gak keren,5,Positif
sangat menghibur.. banyak manfaatnya untuk bersenang senang edit2 foto,5,Positif
sangat bagusss sekali apk nya semoga ada fitur barunya lagi,5,Positif
Gemini bagus untuk dijadikan sebagai mesin pencari informasi terkini.,4,Netral
bagus banget bisa bikin miniatur kisaran kn gambar nya lebih jernih y,5,Positif
keren banget. mudah digunakan dan hasilnya memuaskan,5,Positif
"sangat bagus sekali, relatable, semoga semakin ada peningkatan yang jauh lebih baik.",5,Positif
sekarang banyak bug dan setiap generate selalu lama dan gak bisa di download fotonya malah keluar sendiri tolong perbaiki secepatnya serta sekarang foto malah jadi buram gak hd. kenapa harus update kalo malah nambah permasalahan bukan malah tambah bagus malah tambah rusak. tolong perbaiki lagi jangan ngecewain,1,Negatif
Sy baru memulainya jadi bintang 4 dulu... sdh sangat membantu utk penjelasan2 secara detail..,4,Netral
Minus nya kadang lama buka percakapan yang sudah lama padahal jaringan kenceng,5,Positif
"sangat bagus, cepat respon dan sangat bisa d andalkan",5,Positif
cepat dan lumayan jelas penjelasannya,5,Positif
"Dengan menggunakan Google Gemini ini banyak manfaat yang saya dapatkan, misalnya memperoleh informasi up-to-date secara cepat, membantu menterjemahkan buku2 berbahasa asing dan sekaligus meringkaskannya shg saya dapat memperoleh informasi yang saya inginkan dalam waktu singkat dan murah sekali. Google Gemini ini membantu Saya dalam menyelesaikan berbagai deep research untuk berbagai topik dan permasalahan terkini sesuai dengan keinginan kita. dan banyak Lo Agi lainnya. thx google Gemini....",5,Positif
udah bagus sih cuman kadang pas disuruh bikin gambar dan nyuruh jawab pake respon dia malah jawab pake gambar terus menerus,2,Negatif
rubah foto lama menjadi lebih bagus namun sayangnya belum bisa,3,Netral
"Gemini sangat bagus, bisa membuat foto apa saja yang kita ingin kan",5,Positif
"gemini memang luar biasa, membuat gambar seolah sangat nyata",5,Positif
aku sangat suka karna bagus untuk gabungin foto dan hasil nya sangat keren,5,Positif
"ok banget ini aplikasi, gampang digunakan dan yang terpenting adalah bebas iklan👍",5,Positif
"kok skr edit photo lama, udh gitu hasilnya tdk bgs spt versi dulu",1,Negatif
